timestamp,phase,component,cpu_pct,rss_mb
2026-07-26T20:57:22.006609,idle_post,server,3.1,134.9
2026-07-26T20:57:27.024195,idle_post,server,3.1,134.9
2026-07-26T20:57:32.030375,idle_post,server,3.1,134.9
2026-07-26T20:57:37.036752,idle_post,server,3.1,134.9
2026-07-26T20:57:42.041996,idle_post,server,3.1,134.9
2026-07-26T20:57:47.329787,idle_post,server,3.1,134.9
2026-07-26T20:57:52.336167,idle_post,server,3.1,134.9
2026-07-26T20:57:57.341669,idle_post,server,3.1,134.9
2026-07-26T20:58:02.347156,idle_post,server,3.1,134.9
2026-07-26T20:58:07.352233,idle_post,server,3.1,134.9
2026-07-26T20:58:12.357730,idle_post,server,3.1,134.9
2026-07-26T20:58:17.531428,idle_post,server,3.1,134.9
2026-07-26T20:58:22.536884,idle_post,server,3.1,134.9
2026-07-26T20:58:27.542709,idle_post,server,3.1,134.9
2026-07-26T20:58:32.547373,idle_post,server,3.1,134.9
2026-07-26T20:58:37.561982,idle_post,server,3.1,134.9
2026-07-26T20:58:42.568855,idle_post,server,3.1,134.9
2026-07-26T20:58:47.747706,idle_post,server,3.1,134.9
2026-07-26T20:58:52.753681,idle_post,server,3.1,134.9
2026-07-26T20:58:57.759073,idle_post,server,3.1,134.9
2026-07-26T20:59:02.764934,idle_post,server,3.1,134.9
2026-07-26T20:59:07.770269,idle_post,server,3.1,134.9
